id,language
7587,Latin
7588,textless
7589,textless
7590,textless
7592,Latin
7593,textless
7594,textless
7609,French
7614,Latin
7617,English
7619,English
7620,textless
7623,Latin
7628,French
7633,textless
7634,Latin
7638,Latin
7640,Latin
7643,Latin
7645,Latin
7646,Latin
7649,Latin
7650,Latin
7651,Latin
7654,Latin
7655,Latin
7656,Latin
7658,Latin
7659,Latin
7660,Latin
7662,Latin
7663,Latin
7664,Latin
7665,Latin
7666,French
7668,French
7669,French
7670,French
7672,French
7675,French
7679,French
7680,French
7683,French
7685,French
7687,English
7688,English
7689,English
7690,English
7691,English
7692,English
7693,English
7695,Latin
7697,Latin
7699,Latin
7701,Latin
7705,Latin
7708,Latin
7711,Latin
7714,Latin
7715,Latin
7716,Latin
7717,Latin
7718,Latin
7720,Latin
7721,Latin
7723,Latin
7724,Latin
7725,Latin
7727,Latin
7728,Latin
7729,Latin
7730,Latin
7731,Latin
7732,Latin
7733,Italian
7735,Latin
7736,Latin
7737,Latin
7738,Latin
7745,Latin
7746,Latin
7747,Latin
7748,Latin
7749,Latin
7750,Latin
7751,Latin
7777,Greek
7780,Latin
7781,Greek
7782,Latin
7788,Latin
7789,Latin
7790,Latin
7791,Latin
7792,Latin
7793,Latin
7794,Latin
7796,Latin
7797,Latin
7798,Latin
7799,Latin
7800,Latin
7801,Latin
7802,Latin
7804,Latin
7805,Latin
7815,Latin
7816,Latin
7818,Latin
7819,Latin
7820,Latin
7821,Latin
7822,Latin
7823,Latin
7824,Latin
7825,Latin
7827,Latin
7830,Latin
7831,Latin
7833,Latin
7834,Latin
7836,Latin
7839,Latin
7840,Latin
7844,Latin
7845,Latin
7846,Latin
7847,Latin
7849,Latin
7850,Latin
7851,Latin
7852,Latin
7854,Latin
7856,Latin
7858,Latin
7859,Latin
7860,Latin
7862,Latin
7863,Latin
7864,Latin
7866,Latin
7867,Latin
7870,Latin
7871,Latin
7872,Latin
7873,Latin
7877,Latin
7878,Latin
7880,Latin
7881,Latin
7882,Latin
7883,Latin
7884,Latin
7885,Latin
7889,Latin
7894,Latin
7895,Latin
7899,Latin
7901,Latin
7902,Latin
7908,Latin
7909,Latin
7911,Latin
7912,Latin
7913,Latin
7914,Latin
7915,Latin
7918,Latin
7919,Latin
7920,Latin
7921,Latin
7922,Latin
7923,Latin
7924,Latin
7925,Latin
7926,Latin
7932,Latin
7933,Latin
7934,Latin
7935,Latin
7938,Latin
7939,Latin
7941,Latin
7942,Latin
7943,Latin
7944,Latin
7946,Latin
7947,Latin
7948,Latin
7949,Latin
7951,Latin
7952,Latin
7953,Latin
7957,Latin
7960,Latin
7971,Latin
7975,Latin
7977,Latin
7979,Latin
7980,Latin
7981,Latin
7985,Latin
7988,German
7992,Latin
7994,Latin
7997,Latin
7998,Latin
8027,Latin
8029,Latin
8036,Latin
8040,Latin
8043,Latin
8049,Latin
8050,Latin
8056,Latin
8058,Latin
8061,Latin
8062,Latin
8064,Latin
8066,Latin
8068,Latin
8069,Latin
8070,Latin
8071,Latin
8101,English
8105,English
8109,English
8114,English
8118,English
8120,English
8121,English
8122,textless
8123,English
8125,English
8128,English
8135,English
8136,English
8138,English
8140,English
8141,English
8142,English
8150,textless
8151,textless
8152,textless
8153,textless
8163,English
8169,English
8171,English
8174,English
8175,English
8176,English
8177,English
8179,English
8184,Latin
8205,English
8206,English
8207,English
8220,English
8221,English
8234,English
8236,English
8240,English
8243,English
8244,English
8246,English
8247,English
8251,French
8256,Italian
8257,Italian
8258,Italian
8271,Italian
8273,English
8274,English
8275,English
8277,English
8278,English
8282,English
8283,English
8286,textless
8287,textless
8288,textless
8289,textless
8291,textless
8293,English
8296,English
8298,Latin
8302,Latin
8309,Latin
8312,Latin
8315,Latin
8316,Latin
8318,Latin
8321,Latin
8322,Latin
8323,Latin
8325,Latin
8326,Latin
8327,Latin
8355,French
8357,Latin
8360,Latin
8361,Latin
8362,Latin
8363,Latin
8364,Latin
8366,Latin
8367,Latin
8369,Latin
8370,Latin
8373,Latin
8376,Latin
8377,Latin
8380,Latin
8425,Latin
8453,Latin
8455,Latin
8456,Latin
8457,Latin
8458,Latin
8464,Latin
8465,Latin
8466,Latin
8467,Latin
8468,Latin
8469,Latin
8470,Latin
8472,Latin
8473,Latin
8474,Latin
8475,Latin
8476,Latin
8478,Latin
8479,Latin
8488,Latin
8493,Latin
8498,Latin
8499,Latin
8501,Latin
8502,Latin
8504,Latin
8515,Latin
8516,Latin
8517,Latin
8518,Italian
8519,Latin
8521,Latin
8547,Latin
8548,Latin
8550,Latin
8551,Latin
8558,Latin
8561,Latin
8562,Latin
8563,Latin
8564,Latin
8565,Latin
8566,Latin
8569,Latin
8570,Latin
8577,Latin
8579,Latin
8581,Latin
8582,Latin
8583,Latin
8584,Latin
8587,Latin
8588,Latin
8591,Latin
8592,Latin
8593,Latin
8594,Latin
8595,Latin
8596,Latin
8597,Latin
8603,Latin
8608,Latin
8609,Latin
8617,Latin
8618,Latin
8621,Latin
8622,Latin
8624,Latin
8631,Latin
8633,Latin
8634,Latin
8636,Latin
8638,Latin
8640,Latin
8642,Latin
8645,Latin
8649,Latin
8651,Latin
8658,Latin
8661,Latin
8662,Latin
8663,Latin
8664,Latin
8699,Latin
8700,Latin
8701,Latin
8702,Latin
8703,Latin
8704,Latin
8705,Latin
8708,Latin
8709,Latin
8710,Latin
8712,Latin
8716,Latin
8717,Latin
8725,Latin
8727,Latin
8728,Latin
8729,Latin
8730,Latin
8732,Latin
8733,Latin
8734,Latin
8735,Latin
8736,Latin
8737,Latin
8738,Latin
8742,Latin
8743,Latin
8744,Latin
8745,Latin
8746,Latin
8748,Latin
8786,Latin
8788,Latin
8805,Latin
8806,Latin
8811,Latin
8823,Latin
8824,Latin
8835,Latin
8837,Latin
8838,Latin
8841,Latin
8843,Latin
8844,Latin
8848,Latin
8849,Latin
8850,Latin
8851,Latin
8854,Latin
8858,Latin
8859,Latin
8861,Latin
8864,Latin
8865,Latin
8866,Latin
8868,Latin
8869,Latin
8875,Latin
8878,Latin
8905,Latin
8938,Latin
8944,German
8946,Latin
8948,German
8956,Latin
8957,Latin
8958,German
8959,Latin
8960,Latin
8961,Latin
8962,German
8963,German
8964,German
8965,German
8966,Latin
8967,Latin
8968,Latin
8970,Latin
8971,Latin
8973,Latin
8979,textless
8980,textless
8981,textless
8982,textless
8984,Latin
8987,Latin
8994,Latin
8995,Latin
8996,Latin
8997,Latin
9002,English
9005,Latin
9007,Latin
9008,Latin
9055,textless
9056,textless
9057,textless
9058,textless
9059,textless
9062,textless
9063,textless
9068,textless
9069,textless
9072,textless
9073,textless
9074,textless
9075,textless
9076,textless
9077,textless
9078,textless
9079,textless
9080,textless
9081,textless
9082,textless
9083,textless
9084,textless
9085,textless
9086,textless
9087,textless
9088,textless
9089,textless
9090,textless
9091,textless
9092,textless
9093,textless
9094,textless
9095,textless
9096,textless
9097,textless
9098,textless
9099,textless
9100,textless
9101,textless
9102,textless
9103,textless
9104,textless
9105,textless
9106,textless
9107,textless
9108,textless
9109,textless
9110,textless
9111,textless
9112,textless
9113,textless
9114,textless
9115,textless
9116,textless
9117,textless
9124,textless
9125,textless
9126,textless
9127,textless
9128,textless
9129,textless
9130,textless
9131,textless
9132,textless
9133,textless
9134,textless
9137,textless
9138,textless
9139,textless
9140,textless
9141,textless
9142,textless
9166,Italian
9167,textless
9168,Latin
9169,Latin
9171,Latin
9172,Latin
9175,Latin
9176,Latin
9177,Latin
9178,Latin
9179,Latin
9181,Latin
9182,Latin
9183,Latin
9187,Latin
9188,Latin
9189,Latin
9190,Latin
9191,Latin
9192,Latin
9193,Latin
9194,Latin
9195,Latin
9196,Latin
9197,Latin
9199,Latin
9202,Latin
9203,Latin
9205,Latin
9207,Latin
9209,Latin
9211,Latin
9212,Latin
9213,Latin
9214,Latin
9215,Latin
9216,Latin
9217,Latin
9218,Latin
9219,Latin
9220,Latin
9221,Latin
9223,Latin
9224,Latin
9243,Latin
9244,Latin
9246,Latin
9247,Latin
9248,Latin
9249,Latin
9250,Latin
9251,Latin
9252,Latin
9253,Latin
9254,Latin
9255,Latin
9256,Latin
9257,Latin
9258,Latin
9260,Latin
9261,Latin
9262,Latin
9263,Latin
9264,Latin
9265,Latin
9266,Latin
9269,Latin
9270,Latin
9271,Latin
9272,Latin
9275,Latin
9276,Latin
9278,Latin
9279,Latin
9280,Latin
9281,Latin
9282,Latin
9283,Latin
9286,Latin
9287,Latin
9288,Latin
9291,Latin
9295,Latin
9297,Latin
9299,French
9308,Latin
9338,Latin
9339,Latin
9340,Latin
9341,Latin
9342,Latin
9344,Latin
9345,Latin
9346,Latin
9347,Latin
9349,Latin
9351,Latin
9352,Latin
9353,Latin
9354,Latin
9355,Latin
9356,Latin
9358,Latin
9360,Latin
9361,Latin
9362,Latin
9365,Latin
9366,Latin
9367,Latin
9368,Latin
9369,Latin
9370,Latin
9371,Latin
9372,Latin
9373,Latin
9374,Latin
9375,Latin
9376,Latin
9377,Latin
9379,Latin
9380,Latin
9381,Latin
9382,Latin
9383,Latin
9384,Latin
9385,Latin
9386,Latin
9387,Latin
9388,Latin
9389,Latin
9390,Latin
9391,Latin
9392,Latin
9393,Latin
9394,Latin
9395,Latin
9396,Latin
9398,Latin
9399,Latin
9400,Latin
9402,Latin
9403,Latin
9412,Latin
9413,Latin
9416,Latin
9419,Latin
9422,Latin
9423,Latin
9425,Latin
9449,Latin
9450,Latin
9451,Latin
9452,Latin
9454,Latin
9456,Latin
9462,Latin
9463,Latin
9464,Latin
9466,Latin
9468,Latin
9469,Latin
9471,Latin
9472,Latin
9474,Latin
9475,Latin
9477,Latin
9479,Latin
9480,Latin
9481,Latin
9482,Latin
9483,Latin
9484,Latin
9486,Latin
9490,Latin
9491,Latin
9492,Latin
9493,Latin
9495,Latin
9496,Latin
9497,Latin
9498,Latin
9501,Latin
9502,Latin
9503,Latin
9504,Latin
9505,Latin
9506,Latin
9507,Latin
9508,Latin
9509,Latin
9522,Latin
9523,Latin
9558,Latin
9559,Latin
9560,Latin
9561,Latin
9562,Latin
9563,Latin
9564,Latin
9566,Latin
9567,Latin
9568,Latin
9569,Latin
9571,Latin
9573,Latin
9574,Latin
9578,Latin
9583,Latin
9586,Latin
9589,Latin
9592,Latin
9593,Latin
9598,Latin
9599,Latin
9600,Latin
9603,Latin
9606,Latin
9626,Latin
9631,Latin
9653,Latin
9655,Latin
9657,Latin
9658,Latin
9660,Latin
9662,Latin
9663,Latin
9664,Latin
9665,Latin
9667,Latin
9668,Latin
9670,Latin
9671,German
9673,Latin
9675,Latin
9676,Latin
9682,Latin
9683,Latin
9684,Latin
9685,Latin
9686,Latin
9687,Latin
9688,Latin
9689,Latin
9690,Latin
9691,Latin
9693,Latin
9700,Latin
9701,Latin
9702,Latin
9703,Latin
9704,Latin
9705,Latin
9706,Latin
9707,Latin
9708,Latin
9709,Latin
9710,Latin
9711,Latin
9712,Latin
9713,Latin
9714,Latin
9715,Latin
9716,Latin
9717,Latin
9718,Latin
9719,Latin
9720,Latin
9722,Latin
9724,Latin
9729,Latin
9730,Latin
9731,Latin
9734,Latin
9735,Latin
9738,Latin
9739,Latin
9741,Latin
9742,Latin
9743,Latin
9744,Latin
9745,Latin
9746,Latin
9747,Latin
9748,Latin
9749,Latin
9750,Latin
9751,Latin
9752,Latin
9753,Latin
9754,Latin
9755,Latin
9756,Latin
9758,Latin
9762,Latin
9763,Latin
9773,textless
9778,Latin
9779,Latin
9780,Latin
9781,Latin
9782,Italian
9784,Latin
9785,Latin
9786,Latin
9788,Latin
9789,Latin
9794,Latin
9795,Latin
9796,Latin
9797,Latin
9798,Latin
9799,Latin
9800,Latin
9801,Latin
9802,Latin
9803,Latin
9804,Latin
9805,Latin
9806,Latin
9807,Latin
9808,Latin
9809,Latin
9810,Latin
9812,Latin
9820,French
9821,French
9822,French
9824,French
9825,French
9827,French
9828,Latin
9829,French
9831,French
9834,Latin
9837,French
9838,French
9840,French
9844,French
9846,French
9847,French
9849,Latin
9850,French
9853,Latin
9854,Latin
9855,French
9857,Latin
9860,Latin
9861,Latin
9863,Latin
9864,Latin
9867,Latin
9868,Latin
9869,Latin
9871,Latin
9872,Latin
9873,Latin
9874,Latin
9876,Latin
9877,Latin
9878,Latin
9879,Latin
9886,Latin
9887,Latin
9888,Latin
9889,Latin
9891,Latin
9892,Latin
9893,Latin
9894,Latin
9898,Latin
9900,Latin
9901,Latin
9902,Latin
9905,Latin
9909,Latin
9910,Latin
9935,Latin
9949,Latin
9998,Latin
10001,Latin
10003,Latin
10005,Latin
10006,Latin
10010,Latin
10028,Latin
10030,Latin
10031,Latin
10032,Latin
10036,Latin
10037,Latin
10039,Latin
10041,Latin
10044,Latin
10045,Latin
10047,Latin
10048,Latin
10050,Latin
10076,Latin
10077,Latin
10078,Latin
10079,Latin
10081,Latin
10082,Latin
10084,Latin
10087,Latin
10089,Latin
10091,Latin
10092,Latin
10093,Latin
10095,Latin
10097,Latin
10098,Latin
10101,Latin
10104,Latin
10105,Latin
10107,Latin
10108,Latin
10109,Latin
10113,Latin
10115,Latin
10116,Latin
10117,Latin
10120,Latin
10122,Latin
10123,Latin
10133,Latin
10136,Latin
10138,Latin
10141,Latin
10144,Latin
10149,Latin
10150,Latin
10152,Latin
10153,Latin
10156,Latin
10157,Latin
10158,Latin
10159,Latin
10160,Latin
10162,Latin
10163,Latin
10165,Latin
10167,Latin
10168,Latin
10170,Latin
10172,Latin
10173,Latin
10174,Latin
10176,Latin
10177,Latin
10183,Latin
10186,Latin
10189,Latin
10190,Latin
10192,Latin
10194,Latin
10196,Latin
10200,Latin
10201,Latin
10206,Latin
10209,Latin
10216,Latin
10217,Latin
10222,Latin
10224,Latin
10225,Latin
10226,Latin
10229,Latin
10230,Latin
10232,Latin
10236,English
10237,English
10238,English
10239,English
10244,English
10245,English
10249,English
10250,English
10251,English
10252,English
10253,English
10254,English
10255,English
10256,English
10257,English
10260,English
10261,English
10263,English
10264,English
10265,English
10266,English
10267,English
10268,English
10269,English
10270,English
10271,English
10272,English
10273,English
10274,English
10275,English
10276,English
10277,English
10278,English
10279,English
10280,English
10281,English
10282,English
10283,English
10284,English
10285,English
10286,English
10287,English
10288,English
10289,English
10291,Latin
10292,Latin
10293,Latin
10294,Latin
10295,Latin
10297,Latin
10298,Latin
10299,Latin
10300,Latin
10302,Latin
10303,Latin
10304,Latin
10305,Latin
10307,Latin
10308,Latin
10309,Latin
10349,Latin
10351,Latin
10352,Latin
10353,Latin
10355,Latin
10356,Latin
10357,Latin
10359,Latin
10361,Latin
10362,Latin
10363,Latin
10364,Latin
10365,Latin
10366,Latin
10367,Latin
10368,Latin
10369,Latin
10370,Latin
10371,Latin
10402,Latin
10403,Latin
10408,Latin
10410,Latin
10414,Latin
10416,Latin
10417,Latin
10418,Latin
10419,Latin
10420,Latin
10421,Latin
10422,Latin
10423,Latin
10429,Latin
10430,Latin
10432,Latin
10433,Latin
10444,Latin
10445,Latin
10446,Latin
10448,Latin
10449,Latin
10450,Latin
10451,Latin
10452,Latin
10456,Latin
10459,Latin
10462,Latin
10465,Latin
10466,Latin
10467,Latin
10468,Greek
10469,Latin
10470,Latin
10471,Latin
10479,Latin
10480,Latin
10481,Latin
10485,Latin
10487,Latin
10490,Latin
10491,Latin
10492,Latin
10493,Latin
10499,Latin
10500,Latin
10501,Latin
10502,Latin
10503,Latin
10504,Latin
10505,Latin
10506,Latin
10507,Latin
10508,Latin
10509,Latin
10510,Latin
10512,Latin
10513,Latin
10514,Latin
10515,Latin
10516,Latin
10521,Latin
10522,Latin
10523,Latin
10524,Latin
10525,Latin
10526,Latin
10527,Latin
10528,Latin
10529,Latin
10530,Latin
10531,Latin
10532,Latin
10533,Latin
10534,Latin
10535,Latin
10536,Latin
10537,Latin
10538,Latin
10539,Latin
10540,Latin
10541,Latin
10543,Latin
10544,Latin
10545,Latin
10546,Latin
10547,Latin
10548,Latin
10549,Latin
10551,Latin
10555,Latin
10562,Latin
10563,Latin
10564,Latin
10565,Latin
10566,Latin
10567,Latin
10568,Latin
10569,Latin
10570,Latin
10571,Latin
10572,Latin
10573,Latin
10575,Latin
10577,Latin
10578,Latin
10579,Latin
10580,Latin
10581,Latin
10584,Latin
10585,Latin
10586,Latin
10587,Latin
10588,Latin
10589,Latin
10590,Latin
10591,Latin
10592,Latin
10593,Latin
10594,Latin
10595,Latin
10596,Latin
10597,Latin
10598,Latin
10599,Latin
10600,Latin
10601,Latin
10602,Latin
10603,Latin
10604,Latin
10605,Latin
10606,Latin
10607,Latin
10608,Latin
10609,Latin
10612,Latin
10613,Latin
10614,French
10615,Italian
10616,Latin
10617,Latin
10618,Latin
10619,Latin
10620,Latin
10621,Latin
10622,Latin
10623,Latin
10624,Latin
10625,Latin
10626,Latin
10627,Latin
10628,Latin
10629,Latin
10630,Latin
10631,Latin
10632,Latin
10633,Latin
10634,Latin
10635,Latin
10636,Latin
10637,Latin
10638,Latin
10639,Latin
10640,Latin
10641,Latin
10642,Latin
10643,Latin
10644,Latin
10645,Latin
10646,Latin
10647,Latin
10648,Latin
10649,Latin
10650,Latin
10651,Latin
10652,Latin
10653,Latin
10654,Latin
10658,Latin
10659,Latin
10661,Latin
10663,Latin
10664,Latin
10665,Latin
10666,Latin
10667,Latin
10668,Latin
10669,Latin
10670,Latin
10671,Latin
10672,Latin
10673,Latin
10674,Latin
10675,Latin
10676,Latin
10677,Latin
10678,Latin
10679,Latin
10680,Latin
10681,Latin
10682,Latin
10683,Latin
10684,Latin
10685,Latin
10686,Latin
10687,Latin
10688,Latin
10689,Latin
10690,Latin
10692,Latin
10693,Latin
10694,Latin
10695,Latin
10696,Latin
10697,Latin
10698,Latin
10699,Latin
10700,Latin
10701,Latin
10702,Latin
10703,Latin
10706,Latin
10707,Latin
10708,Latin
10709,Latin
10710,Latin
10711,Latin
10712,Latin
10713,Latin
10714,Latin
10715,Latin
10716,Latin
10717,Latin
10720,Latin
10721,Latin
10722,Latin
10723,Latin
10724,Latin
10725,Latin
10726,Latin
10727,Latin
10730,Latin
10731,Latin
10732,Latin
10733,Latin
10735,Latin
10736,Latin
10738,Latin
10739,Latin
10740,Latin
10741,Latin
10742,Latin
10743,Latin
10744,Latin
10745,Latin
10746,Latin
10747,Latin
10748,Latin
10749,Latin
10750,Latin
10751,Latin
10752,Latin
10753,Latin
10756,Latin
10757,Latin
10758,Latin
10770,Spanish
10771,Latin
10773,Latin
10774,Latin
10775,Latin
10776,Latin
10777,Spanish
10778,Latin
10779,Spanish
10781,Latin
10782,Latin
10957,textless
11041,Latin
11042,Latin
11043,Latin
11044,Latin
11045,Latin
11046,Latin
11047,textless
11048,Latin
11049,Latin
11050,Latin
11051,Latin
11052,Latin
11053,Latin
11054,Latin
11055,Latin
11056,Latin
11057,Latin
11058,Latin
11060,textless
11063,Italian
11064,French
11066,Latin
11068,Italian
11069,French
11070,Italian
11071,Latin
11072,textless
11073,textless
11074,French
11075,Latin
11077,Latin
11079,Latin
11080,French
11081,French
11084,French
11085,French
11086,Latin
11087,French
11088,textless
11089,French
11090,Latin
11103,Latin
11104,Latin
11105,English
11106,English
11107,Latin
11108,Latin
11109,Latin
11112,Latin
11113,Latin
11114,textless
11115,English
11117,Latin
11119,Greek
11120,Greek
11123,Latin
11125,Latin
11126,Latin
11127,Latin
11128,Latin
11129,Latin
11130,Latin
11131,Latin
11132,Latin
11133,Latin
11134,Latin
11135,Latin
11136,Latin
11137,English
11138,Latin
11139,Latin
11140,Latin
11141,Latin
11142,Latin
11143,English
11144,English
11145,English
11146,English
11147,English
11148,English
11149,English
11150,English
11151,English
11152,English
11153,English
11154,English
11155,English
11156,English
11157,English
11158,English
11159,English
11160,Latin
11161,Latin
11162,Latin
11163,Latin
11164,Latin
11172,Latin
11173,Latin
11174,Latin
11175,Latin
11176,Latin
11177,Latin
11188,Latin
11191,Latin
11192,Latin
11193,Latin
11205,Latin
11206,Latin
11209,Latin
11210,Latin
11216,Spanish
11217,Spanish
11218,textless
11220,Latin
11221,Latin
11222,Latin
11223,Latin
11224,Latin
11225,Latin
11227,textless
11228,textless
11231,Latin
11232,Latin
11233,Latin
11235,Latin
11236,Latin
11238,Latin
11239,Latin
11241,Latin
11242,Latin
11243,Latin
11244,Latin
11245,Latin
11246,Latin
11247,Latin
11248,Latin
11249,Latin
11250,Latin
11251,Latin
11252,Latin
11253,Latin
11254,Latin
11255,Latin
11256,Latin
11257,Latin
11258,Latin
11259,Latin
11260,Latin
11261,Latin
11262,Latin
11263,Latin
11264,Latin
11265,Latin
11266,Latin
11267,Latin
11268,Latin
11269,Latin
11270,Latin
11271,Latin
11272,Latin
11273,Latin
11275,Latin
11276,Latin
11277,Latin
11278,Latin
11279,Latin
11280,Latin
11281,Latin
11282,Latin
11283,Latin
11284,Latin
11285,Latin
11286,Latin
11287,Latin
11288,Latin
11289,Spanish
11290,Latin
11291,Latin
11292,Latin
11294,Latin
11295,Latin
11296,Latin
11297,Latin
11298,Latin
11299,Latin
11300,Latin
11301,Latin
11302,Latin
11303,Latin
11304,Latin
11305,Latin
11306,Latin
11307,Latin
11308,Latin
11309,Latin
11310,Latin
11311,Latin
11312,Latin
11313,Latin
11314,Latin
11315,Latin
11316,Latin
11317,Latin
11318,Latin
11319,Latin
11320,Latin
11321,Latin
11322,Spanish
11323,Spanish
11324,Latin
11325,Latin
11326,Latin
11327,Latin
11328,Latin
11329,Latin
11330,Latin
11331,English
11332,English
11333,English
11334,English
11335,English
11337,English
11338,English
11339,English
11340,English
11341,English
11342,English
11343,English
11344,English
11345,English
11346,English
11347,Latin
11348,English
11349,English
11350,English
11351,English
11352,Italian
11353,Italian
11354,Italian
11355,Italian
11356,Italian
11357,Italian
11358,Italian
11359,English
11360,English
11361,French
11362,English
11363,English
11364,English
11366,English
11367,English
11368,English
11370,English
11371,Latin
11372,textless
11373,Latin
11374,textless
11376,English
11377,Latin
11378,Latin
11379,Latin
11380,Latin
11381,Latin
11382,Latin
11383,Latin
11384,French
11385,textless
11386,Italian
11387,English
11388,Latin
11389,Latin
11390,English
11391,Latin
11392,English
11393,English
11395,Latin
11396,Latin
11397,English
11398,English
11399,English
11400,English
11401,French
11402,English
11403,English
11404,English
11405,English
11406,English
11407,English
11408,Latin
11409,French
11410,English
11411,English
11414,Latin
11415,English
11416,English
11417,Latin
11418,English
11419,English
11420,Italian
11444,Italian
11445,Italian
11446,Italian
11447,French
11448,Italian
11449,Italian
11450,Italian
11451,Italian
11453,English
11454,English
11455,English
11456,English
11457,English
11458,English
11459,English
11460,Italian
11461,Italian
11462,textless
11463,textless
11464,textless
11465,textless
11466,textless
11467,textless
11468,textless
11469,Latin
11470,Latin
11482,Latin
11483,Latin
11484,Latin
11485,Latin
11486,Latin
11487,Latin
11488,Latin
11489,Latin
11490,Latin
11491,Latin
11492,Latin
11493,Latin
11501,Latin
11503,Latin
11504,Latin
11505,Latin
11506,Latin
11507,Latin
11513,Latin
11514,Latin
11515,Latin
11516,Latin
11517,Latin
11518,Latin
11519,Latin
11520,Latin
11521,Latin
11522,Latin
11523,Latin
11524,Latin
11525,Latin
11526,Latin
11527,Latin
11528,Latin
11529,Latin
11530,Latin
11531,Latin
11532,Latin
11533,Latin
11534,Latin
11535,Latin
11536,Latin
11537,Latin
11538,Latin
11539,Latin
11540,Latin
11541,Latin
11542,Latin
11543,Latin
11544,Latin
11545,Latin
11546,Latin
11547,Latin
11548,Latin
11549,Latin
11550,Latin
11551,Latin
11552,Latin
11553,Latin
11554,Latin
11555,Latin
11556,Latin
11557,Latin
11558,Latin
11559,Latin
11560,Latin
11561,Latin
11562,Latin
11564,Latin
11565,Latin
11566,Latin
11567,Latin
11568,Latin
11569,Latin
11570,French
11571,French
11572,French
11573,French
11574,French
11575,French
11576,French
11577,French
11578,French
11579,French
11580,Latin
11581,French
11582,French
11583,Latin
11584,Latin
11585,Latin
11586,Latin
11587,Latin
11588,Latin
11589,Latin
11591,Latin
11592,Latin
11593,Latin
11594,Latin
11595,Latin
11596,Latin
11597,Latin
11598,Latin
11599,Latin
11600,Latin
11601,Latin
11602,Latin
11606,Latin
11607,Latin
11608,Latin
11609,Latin
11610,Latin
11611,Latin
11612,Latin
11613,Latin
11615,Latin
11616,Latin
11617,Latin
11618,Latin
11619,Latin
11620,Latin
11621,Latin
11622,Latin
11623,Latin
11624,Latin
11625,Latin
11626,Latin
11627,Latin
11628,Italian
11629,Latin
11631,Latin
11632,Latin
11633,Latin
11634,Latin
11635,Latin
11636,Latin
11637,Latin
11638,Latin
11639,Latin
11640,Latin
11642,Latin
11643,Latin
11644,Latin
11645,Latin
11646,Latin
11647,Latin
11648,Latin
11651,Latin
11652,Latin
11653,Latin
11654,Latin
11655,Latin
11656,Latin
11657,Latin
11658,Latin
11659,Latin
11660,Latin
11661,Latin
11662,Latin
11663,Latin
11664,Latin
11665,Latin
11666,Latin
11667,Latin
11668,Latin
11669,Latin
11670,Latin
11671,Latin
11672,Latin
11673,Latin
11674,Latin
11675,Latin
11676,Latin
11677,Latin
11678,Latin
11679,Latin
11680,Latin
11681,Latin
11682,Latin
11683,Latin
11684,Latin
11685,Latin
11687,Latin
11688,Latin
11689,Latin
11690,Latin
11691,Latin
11692,Latin
11693,Latin
11694,Latin
11695,Latin
11696,Latin
11697,Latin
11698,Latin
11699,Latin
11700,Latin
11701,Latin
11702,Latin
11703,Latin
11704,Latin
11705,Latin
11706,Latin
11707,Latin
11708,Latin
11709,Latin
11711,Latin
11715,textless
11716,French
11719,Latin
11720,Latin
11721,Latin
11723,Latin
11729,Latin
11730,Latin
11731,Latin
11733,Latin
11734,Latin
11735,Latin
11736,Latin
11737,Latin
11738,Latin
11740,Latin
11743,Latin
11745,Latin
11746,Latin
11747,Latin
11757,Latin
11760,Latin
11762,Latin
11763,Latin
11764,Latin
11765,Latin
11766,Latin
11767,Latin
11768,Latin
11769,Latin
11770,Latin
11771,Latin
11772,Latin
11773,Latin
11774,Latin
11775,Latin
11777,Latin
11778,Latin
11783,Latin
11785,Latin
11786,Latin
11788,Latin
11792,Latin
11794,Latin
11798,Latin
11800,Latin
11801,Latin
11802,Latin
11803,Latin
11804,Latin
11806,Latin
11808,Latin
11809,Latin
11812,Latin
11813,Latin
11814,Latin
11815,Latin
11816,Latin
11817,Latin
11818,Latin
11819,Latin
11820,Latin
11821,Latin
11822,Latin
11823,Latin
11832,Latin
11833,Latin
11834,Latin
11835,Latin
11838,Latin
11839,Latin
11841,Latin
11844,Latin
11848,Latin
11853,Latin
11854,Latin
11855,Latin
11856,Latin
11857,Latin
11858,Latin
11859,Latin
11860,Latin
11861,Latin
11862,German
11863,German
11864,Latin
11865,Latin
11866,Latin
11869,Latin
11870,German
11878,Latin
11880,Latin
11882,Latin
11883,Latin
11884,Latin
11885,Latin
11886,Latin
11888,Latin
11889,Latin
11890,Latin
11891,Latin
11892,Latin
11893,Latin
11894,Latin
11895,Latin
11896,Latin
11897,Latin
11898,Latin
11899,Latin
11900,Latin
11901,Latin
11902,Latin
11903,Latin
11904,Latin
11905,Latin
11906,Latin
11907,Latin
11908,Latin
11909,Latin
11910,Latin
11912,Latin
11913,Latin
11914,Latin
11915,Latin
11916,Latin
11917,Latin
11921,Greek
11929,Latin
11932,Latin
11933,Latin
11939,French
11943,Latin
11946,Latin
11947,Latin
11950,Latin
11952,Latin
11953,Latin
11954,Latin
11955,Latin
12113,Latin
12117,Latin
12121,Latin
12123,Latin
12125,Latin
12128,Latin
12129,Latin
12131,Latin
12184,English
12238,textless
12245,English
12250,Latin
12251,English
12252,English
12258,Latin
12262,Latin
12264,Latin
12266,Latin
12267,Latin
12268,Latin
12269,Latin
12271,Latin
12273,Latin
12274,Latin
12275,Latin
12276,Latin
12278,Latin
12279,Latin
